"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-06-20","95.3","-2.62","5.07","Kwan, Steven",680757,622491,,"ball",,,,,11,"Steven Kwan strikes out on a foul tip.","R","L","R","CLE","SEA","B",,,1,1,2024,"-1","1.2","-1.73","3.87",,,,1,3,"Bot",,,,,641598,,,4.483170647462982,-138.82584011252365,-0.2414931177217704,-13.904661303367432,30.915099157915435,-16.823528795423314,"3.22","1.5",,,,"93.9",2175,"5.4",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"55.13",,,,,,,,23,3,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",232,"0","0.037",,
"FF","2024-06-20","95.5","-2.6","5.06","Kwan, Steven",680757,622491,,"foul",,,,,2,"Steven Kwan strikes out on a foul tip.","R","L","R","CLE","SEA","S",,,1,0,2024,"-0.79","1.08","-0.04","2.71",,,,1,3,"Bot",,,,,641598,,,8.420446076258909,-138.99726213252566,-3.0064078816141553,-12.081105689346968,28.27305356168093,-17.60018530047546,"3.22","1.45",249,"79.5",47,"94.8",2144,"5.7",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"54.83",,,,,,,,23,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",236,"0","-0.032","62.74592","5.66299"
"CH","2024-06-20","86.8","-2.55","4.74","Kwan, Steven",680757,622491,,"ball",,,,,13,"Steven Kwan strikes out on a foul tip.","R","L","R","CLE","SEA","B",,,0,0,2024,"-1.29","0","-0.14","1.23",,,,1,3,"Bot",,,,,641598,,,8.25382767243993,-126.20859544660014,-2.2350648965533644,-15.37634073117717,23.468598705843206,-31.94259773658597,"3.22","1.45",,,,"85.9",1940,"5.6",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"54.94",,,,,,,,23,1,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",259,"0","0.025",,
"FF","2024-06-20","98.7","-1.02","6.31","Kwan, Steven",680757,592773,"field_out","hit_into_play",,,,,12,"Steven Kwan flies out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","X",8,"fly_ball",2,2,2024,"-0.47","1.45","0.47","3.4",,,677587,0,7,"Bot",132.95,94.31,,,641598,,,5.098303549161539,-143.61371908927342,-5.886680458462381,-7.609232420219829,30.470884475707177,-10.905246287055935,"3.22","1.45",263,"76.6",35,"98.6",2453,"6.1",746626,592773,641598,682988,669208,664238,641487,645302,677594,571745,"54.44",0.1,0.113,"0",1,0,0,3,57,5,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",208,"-0.014","-0.35","62.08266","5.61339"
"SL","2024-06-20","87.9","-1.49","5.95","Kwan, Steven",680757,592773,,"foul",,,,,14,"Steven Kwan flies out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","S",,,2,1,2024,"0.05","0.16","0.51","0.8",,,677587,0,7,"Bot",,,,,641598,,,4.7053477946144735,-127.95933461248933,-6.760838707656088,-0.2343109406597597,22.34924785360054,-29.374043790719906,"3.22","1.45",34,"23.9",37,"88.1",2414,"6",746626,592773,641598,682988,669208,664238,641487,645302,677594,571745,"54.46",,,,,,,,57,4,"Slider",5,3,5,3,3,5,5,3,"Standard","Standard",39,"0","-0.072","62.93177","7.7929"
"FS","2024-06-20","88","-1.22","6.15","Kwan, Steven",680757,592773,,"ball",,,,,13,"Steven Kwan flies out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","B",,,1,1,2024,"-0.84","0.08","-1.17","2.23",,,677587,0,7,"Bot",,,,,641598,,,1.8419153719294152,-128.14150839018677,-3.574254744821853,-9.629259840276326,25.843827788426086,-30.786928570170023,"3.17","1.45",,,,"87.8",904,"6.1",746626,592773,641598,682988,669208,664238,641487,645302,677594,571745,"54.44",,,,,,,,57,3,"Split-Finger",5,3,5,3,3,5,5,3,"Standard","Standard",246,"0","0.065",,
"FF","2024-06-20","95","-0.98","6.25","Kwan, Steven",680757,592773,,"called_strike",,,,,7,"Steven Kwan flies out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","S",,,1,0,2024,"-0.9","1.57","-0.31","1.9",,,677587,0,7,"Bot",,,,,641598,,,3.7383162667351235,-138.02558962100338,-9.224637593926628,-12.358993544438388,31.116410673035876,-10.186401340524213,"3.17","1.45",,,,"94.6",2314,"6.2",746626,592773,641598,682988,669208,664238,641487,645302,677594,571745,"54.34",,,,,,,,57,2,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",216,"0","-0.074",,
"SI","2024-06-20","95.2","-1.57","6.02","Kwan, Steven",680757,592773,,"ball",,,,,11,"Steven Kwan flies out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","B",,,0,0,2024,"-1.43","1.01","-1.44","2.9",,,677587,0,7,"Bot",,,,,641598,,,3.515287291872595,-138.52048451890374,-4.74381145472732,-19.175985416224602,32.85627694567363,-18.350067332442368,"3.17","1.45",,,,"94.3",2320,"5.9",746626,592773,641598,682988,669208,664238,641487,645302,677594,571745,"54.57",,,,,,,,57,1,"Sinker",5,3,5,3,3,5,5,3,"Standard","Standard",217,"0","0.062",,
"CH","2024-06-20","87.7","-2.61","4.89","Kwan, Steven",680757,622491,"double","hit_into_play",,,,,5,"Steven Kwan doubles (11) on a fly ball to right fielder Mitch Haniger.","R","L","R","CLE","SEA","X",9,"fly_ball",0,2,2024,"-1.31","0.01","0.05","2.09",,,,0,1,"Bot",203.16,86.26,,,641598,,,8.955754155899925,-127.40658353104344,-0.6455886122803072,-16.130879947071893,26.790583523892185,-32.149285823994724,"3.22","1.45",336,"92.8",25,"85.9",2060,"5.3",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"55.21",0.157,0.203,"1.25",1,1,1,3,6,3,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",257,"0.062","0.704","67.76108","6.93295"
"FF","2024-06-20","94.4","-2.66","5.07","Kwan, Steven",680757,622491,,"foul",,,,,6,"Steven Kwan doubles (11) on a fly ball to right fielder Mitch Haniger.","R","L","R","CLE","SEA","S",,,0,1,2024,"-1.01","0.51","0.59","2.17",,,,0,1,"Bot",,,,,641598,,,10.522529640660496,-137.1614547773757,-2.9602871566799487,-15.010848419298991,29.40658621303828,-25.235448734034104,"3.22","1.45",93,"99.7",4,"93",2127,"5.5",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"55.03",,,,,,,,6,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",237,"0","-0.049","72.79472","7.08104"
"FF","2024-06-20","93.5","-2.76","5.25","Kwan, Steven",680757,622491,,"called_strike",,,,,1,"Steven Kwan doubles (11) on a fly ball to right fielder Mitch Haniger.","R","L","R","CLE","SEA","S",,,0,0,2024,"-0.91","1.16","-0.61","3.05",,,,0,1,"Bot",,,,,641598,,,7.357101493024396,-135.96624843301478,-2.4433255804203453,-12.851648238557068,30.167831438756895,-17.39892821228838,"3.19","1.45",,,,"91.4",2225,"5.1",746626,622491,641598,682988,669208,664238,641487,645302,677594,571745,"55.39",,,,,,,,6,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",232,"0","-0.033",,
"FF","2024-06-19","95.1","-1.62","4.98","Kwan, Steven",680757,693433,"home_run","hit_into_play",,,,,3,"Steven Kwan homers (5) on a fly ball to right field.    Bo Naylor scores.","R","L","R","CLE","SEA","X",,"fly_ball",0,1,2024,"-0.89","1.14","0.6","2.69",,666310,,2,2,"Bot",229.53,96.45,,,663728,,,7.870384540550324,-138.22992915162757,-2.8905987554232824,-13.13537842654921,31.86266163816004,-17.17686976771669,"3.21","1.46",358,"96.9",33,"95.7",2342,"6.8",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.75",0.251,0.39,"2",1,0,3,5,17,2,"4-Seam Fastball",1,0,1,0,0,3,3,0,"Standard","Standard",225,"0.163","1.809","69.47357","6.71938"
"SL","2024-06-19","88.2","-1.74","5.03","Kwan, Steven",680757,693433,,"called_strike",,,,,7,"Steven Kwan homers (5) on a fly ball to right field.    Bo Naylor scores.","R","L","R","CLE","SEA","S",,,0,0,2024,"-0.12","0.26","-0.37","1.86",,666310,,2,2,"Bot",,,,,663728,,,3.6182046807889865,-128.46469780994323,-2.2084602374178375,-2.110424062839892,26.25734671466788,-28.99418532656324,"3.36","1.48",,,,"88.9",2227,"6.6",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.89",,,,,,,,17,1,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",181,"0","-0.045",,
"CH","2024-06-19","92.2","-1.94","5.39","Kwan, Steven",680757,675989,"single","hit_into_play",,,,,7,"Steven Kwan singles on a line drive to center fielder Julio Rodríguez.   Bo Naylor to 2nd.","R","L","R","CLE","SEA","X",8,"line_drive",1,1,2024,"-1.19","-0.13","-0.42","1.92",,,666310,2,6,"Bot",130.21,101.81,,,663728,,,6.4874456782454155,-134.075783899018,-2.724043857152483,-15.813652807862683,28.86350446681311,-33.3103153828643,"3.21","1.46",244,"78.8",19,"92.6",2055,"6.6",746625,675989,663728,664034,669208,668942,664238,670042,677594,686527,"53.94",0.98,0.888,"0.9",1,1,0,4,50,3,"Changeup",7,0,7,0,0,7,7,0,"Infield shade","Standard",228,"0.001","0.313","64.33978","6.74422"
"FC","2024-06-19","90.6","-2.04","5.32","Kwan, Steven",680757,675989,,"ball",,,,,14,"Steven Kwan singles on a line drive to center fielder Julio Rodríguez.   Bo Naylor to 2nd.","R","L","R","CLE","SEA","B",,,0,1,2024,"0.57","0.3","0.17","1.39",,,666310,2,6,"Bot",,,,,663728,,,4.319345452661623,-131.9499661390995,-4.614682204149986,5.909386214686823,25.158571619402892,-27.95157865667245,"3.41","1.55",,,,"91.7",2756,"6.6",746625,675989,663728,664034,669208,668942,664238,670042,677594,686527,"53.86",,,,,,,,50,2,"Cutter",7,0,7,0,0,7,7,0,"Infield shade","Standard",146,"0","0.027",,
"SI","2024-06-19","95.9","-1.77","5.56","Kwan, Steven",680757,675989,,"called_strike",,,,,11,"Steven Kwan singles on a line drive to center fielder Julio Rodríguez.   Bo Naylor to 2nd.","R","L","R","CLE","SEA","S",,,0,0,2024,"-0.99","0.7","-0.95","3.17",,,666310,2,6,"Bot",,,,,663728,,,4.451239079229922,-139.74120471422944,-2.3541328836776647,-13.919951013692867,29.81321861318306,-22.665283262701756,"3.3","1.5",,,,"97.2",2347,"6.8",746625,675989,663728,664034,669208,668942,664238,670042,677594,686527,"53.66",,,,,,,,50,1,"Sinker",7,0,7,0,0,7,7,0,"Infield shade","Standard",211,"0","-0.039",,
"KC","2024-06-19","87.7","-1.76","6.07","Kwan, Steven",680757,657508,"field_out","hit_into_play",,,,,8,"Steven Kwan grounds out, second baseman Ryan Bliss to first baseman Ty France.","R","L","R","CLE","SEA","X",4,"ground_ball",1,2,2024,"0","-0.67","0.08","1.97",,,,1,5,"Bot",142.57,149.62,,,663728,,,4.479934735874684,-127.76433360917659,-2.4706244374328925,-0.8704919861504282,24.117854481800883,-39.29141764366141,"3.21","1.46",94,"97.5",5,"88.5",2343,"6.5",746625,657508,663728,664034,669208,668942,664238,670042,677594,686527,"53.97",0.52,0.491,"0",1,0,0,4,38,4,"Knuckle Curve",3,0,3,0,0,3,3,0,"Infield shade","Standard",13,"-0.007","-0.115","66.20497","6.59638"
"KC","2024-06-19","87.5","-1.73","6.09","Kwan, Steven",680757,657508,,"called_strike",,,,,2,"Steven Kwan grounds out, second baseman Ryan Bliss to first baseman Ty France.","R","L","R","CLE","SEA","S",,,1,1,2024,"0.06","-0.45","-0.08","2.76",,,,1,5,"Bot",,,,,663728,,,3.8995565271330714,-127.55063794451023,-1.0522573007778555,-0.10868936524124966,24.176428633858638,-37.08945164326862,"3.34","1.45",,,,"88.6",2141,"6.7",746625,657508,663728,664034,669208,668942,664238,670042,677594,686527,"53.81",,,,,,,,38,3,"Knuckle Curve",3,0,3,0,0,3,3,0,"Standard","Standard",21,"0","-0.039",,
"KC","2024-06-19","87.6","-1.86","6","Kwan, Steven",680757,657508,,"ball",,,,,13,"Steven Kwan grounds out, second baseman Ryan Bliss to first baseman Ty France.","R","L","R","CLE","SEA","B",,,0,1,2024,"-0.23","-0.45","-1.49","1.92",,,,1,5,"Bot",,,,,663728,,,1.387696138326721,-127.66190899376944,-2.889721199547793,-2.846551001706553,23.95364314005859,-36.81312218854636,"3.37","1.47",,,,"88.5",2199,"6.5",746625,657508,663728,664034,669208,668942,664238,670042,677594,686527,"53.96",,,,,,,,38,2,"Knuckle Curve",3,0,3,0,0,3,3,0,"Standard","Standard",12,"0","0.015",,
"FF","2024-06-19","95.1","-1.51","6.09","Kwan, Steven",680757,657508,,"called_strike",,,,,2,"Steven Kwan grounds out, second baseman Ryan Bliss to first baseman Ty France.","R","L","R","CLE","SEA","S",,,0,0,2024,"-0.62","1.34","-0.02","3.41",,,,1,5,"Bot",,,,,663728,,,5.375176742240369,-138.48071548925705,-4.457143509485512,-9.162185294013021,29.14840996867435,-14.096811431506822,"3.38","1.41",,,,"96.5",2061,"6.9",746625,657508,663728,664034,669208,668942,664238,670042,677594,686527,"53.6",,,,,,,,38,1,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",211,"0","-0.023",,
"FF","2024-06-19","95","-1.75","4.9","Kwan, Steven",680757,693433,"walk","ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","SEA","B",,,3,2,2024,"-0.86","1.16","-0.78","4.49",,,,0,1,"Bot",,,,,663728,,,4.4874867774490355,-138.2654509371847,2.006425629836288,-12.058749420296335,32.42361240751891,-18.01546273777768,"3.35","1.47",,,,"95.1",2319,"6.4",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"54.05",,0.689131,"0.7",1,0,0,,5,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"0.036","0.333",,
"SI","2024-06-19","93.6","-1.69","4.82","Kwan, Steven",680757,693433,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","SEA","B",,,2,2,2024,"-1.42","0.32","-1.4","3.34",,,,0,1,"Bot",,,,,663728,,,3.878069136238257,-136.2293798537994,1.2323876658105484,-18.482087872931157,29.49327057521758,-28.69912806777951,"3.34","1.47",,,,"94.1",2146,"6.5",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.98",,,,,,,,5,5,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",232,"0","0.096",,
"FF","2024-06-19","94","-1.75","4.85","Kwan, Steven",680757,693433,,"foul",,,,,2,"Steven Kwan walks.","R","L","R","CLE","SEA","S",,,2,1,2024,"-0.74","1.2","-0.1","3.23",,,,0,1,"Bot",,,,,663728,,,5.9344019846422045,-136.7765427904538,-1.1396807596659508,-10.547763618423428,30.133521502635475,-17.024759222367674,"3.21","1.46",237,"78.4",50,"94.5",2215,"6.6",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.92",,,,,,,,5,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",227,"0","-0.062","56.47388","5.247"
"FF","2024-06-19","94.6","-1.61","4.9","Kwan, Steven",680757,693433,,"foul",,,,,1,"Steven Kwan walks.","R","L","R","CLE","SEA","S",,,2,0,2024,"-1","1.08","-0.4","2.97",,,,0,1,"Bot",,,,,663728,,,5.404214330065062,-137.66644167710842,-1.760602744069654,-13.924988175478404,30.755510496955797,-18.24002114275807,"3.21","1.46",210,"76.9",58,"95",2290,"6.6",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.94",,,,,,,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","-0.058","61.32559","5.87553"
"SI","2024-06-19","93.4","-1.7","4.76","Kwan, Steven",680757,693433,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","SEA","B",,,1,0,2024,"-1.38","0.59","-0.84","3.88",,,,0,1,"Bot",,,,,663728,,,5.282057935871921,-135.96224678093927,2.205855642549884,-18.30363653899521,29.82416676312366,-25.59199388953718,"3.38","1.45",,,,"93.9",2211,"6.6",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.92",,,,,,,,5,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0","0.062",,
"SI","2024-06-19","92.5","-1.61","4.92","Kwan, Steven",680757,693433,,"ball",,,,,12,"Steven Kwan walks.","R","L","R","CLE","SEA","B",,,0,0,2024,"-1.28","0.61","0","3.75",,,,0,1,"Bot",,,,,663728,,,6.955810037451218,-134.62040114426446,1.4788942851748503,-17.097214416766263,26.718806293628624,-25.20871378237126,"3.41","1.47",,,,"93.3",2120,"6.6",746625,693433,663728,664034,664238,668942,641487,670042,677594,686527,"53.92",,,,,,,,5,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",230,"0","0.034",,
"FF","2024-06-18","94.7","-1.44","5.5","Kwan, Steven",680757,682243,"field_out","hit_into_play",,,,,12,"Steven Kwan flies out to right fielder Dominic Canzone.","R","L","R","CLE","SEA","X",9,"fly_ball",3,1,2024,"-0.67","1.38","0.89","2.96",,682177,,2,5,"Bot",192.98,132.92,,,663728,,,7.598314863914433,-137.67003427964815,-4.051294690520763,-10.203165451246361,30.312062541233708,-13.869908933545158,"3.2","1.46",232,"96.5",58,"95",2431,"6.5",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.03",0.026,0.023,"0",1,0,0,3,45,5,"4-Seam Fastball",1,6,1,6,6,1,1,6,"Standard","Standard",215,"-0.014","-0.395","66.78263","6.59834"
"SI","2024-06-18","94.4","-1.77","5.3","Kwan, Steven",680757,682243,,"ball",,,,,14,"Steven Kwan flies out to right fielder Dominic Canzone.","R","L","R","CLE","SEA","B",,,2,1,2024,"-1.33","0.77","0.17","1.1",,682177,,2,5,"Bot",,,,,663728,,,7.996915130444298,-137.10502455880578,-6.941966559497169,-18.579970411384263,29.902012906786787,-21.05861893795827,"3.2","1.45",,,,"94.2",2378,"6.2",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.28",,,,,,,,45,4,"Sinker",1,6,1,6,6,1,1,6,"Standard","Standard",225,"0","0.05",,
"FF","2024-06-18","95.1","-1.32","5.59","Kwan, Steven",680757,682243,,"ball",,,,,12,"Steven Kwan flies out to right fielder Dominic Canzone.","R","L","R","CLE","SEA","B",,,1,1,2024,"-0.59","1.47","0.1","3.9",,682177,,2,5,"Bot",,,,,663728,,,5.0305233983481035,-138.42656463617314,-2.0557145080513557,-8.754811930385564,32.597868801341924,-13.073893537766924,"3.19","1.41",,,,"94.5",2500,"6.1",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.44",,,,,,,,45,3,"4-Seam Fastball",1,6,1,6,6,1,1,6,"Standard","Standard",213,"0","0.043",,
"FS","2024-06-18","82.8","-1.79","5.24","Kwan, Steven",680757,682243,,"ball",,,,,11,"Steven Kwan flies out to right fielder Dominic Canzone.","R","L","R","CLE","SEA","B",,,0,1,2024,"-0.97","-0.24","-1.32","3.31",,682177,,2,5,"Bot",,,,,663728,,,2.9631710437452843,-120.41451018446728,2.606467493155982,-9.975961704784739,25.489831943679317,-35.31064419968716,"3.2","1.39",,,,"82.3",765,"6.2",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.33",,,,,,,,45,2,"Split-Finger",1,6,1,6,6,1,1,6,"Standard","Standard",250,"0","0.013",,
"ST","2024-06-18","83.1","-1.73","5.27","Kwan, Steven",680757,682243,,"called_strike",,,,,4,"Steven Kwan flies out to right fielder Dominic Canzone.","R","L","R","CLE","SEA","S",,,0,0,2024,"1.15","-0.28","-0.3","2.59",,682177,,2,5,"Bot",,,,,663728,,,1.0202622604093798,-121.13924793473609,0.8745700112491712,11.199362149417896,22.866756646965282,-35.35194460541397,"3.17","1.39",,,,"84.2",2274,"6.8",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"53.67",,,,,,,,45,1,"Sweeper",1,6,1,6,6,1,1,6,"Standard","Standard",53,"0","-0.045",,
"FS","2024-06-18","83.4","-1.71","5.2","Kwan, Steven",680757,682243,"field_out","hit_into_play",,,,,5,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","X",8,"line_drive",2,2,2024,"-0.9","0.21","-0.14","2.32",,,,0,3,"Bot",105.39,58.76,,,663728,,,5.367491510960692,-121.50425365831329,-0.6580635298679773,-9.958341017204711,22.19160819776918,-30.136543043711008,"3.2","1.46",351,"97.9",21,"83.5",841,"6.2",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.34",0.32,0.4,"0",1,0,0,5,27,5,"Split-Finger",1,4,1,4,4,1,1,4,"Strategic","Standard",239,"-0.023","-0.203","67.32325","6.20402"
"FF","2024-06-18","95","-1.56","5.46","Kwan, Steven",680757,682243,,"foul",,,,,4,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","S",,,2,1,2024,"-0.75","1.18","-0.45","2.53",,,,0,3,"Bot",,,,,663728,,,4.6029451962912535,-138.38835443128625,-4.75789089676755,-10.640356634181389,27.10588445661744,-16.058291983844754,"3.2","1.46",246,"77.8",45,"95.6",2422,"6.3",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.18",,,,,,,,27,4,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",219,"0","-0.062","59.45165","6.13185"
"FF","2024-06-18","94.5","-1.67","5.59","Kwan, Steven",680757,682243,,"foul",,,,,3,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","S",,,2,0,2024,"-0.53","1.4","0.28","3.28",,,,0,3,"Bot",,,,,663728,,,6.237957987437148,-137.58006343123174,-3.432197559080296,-8.09579678830487,30.111442970800624,-13.872009329069995,"3.2","1.46",160,"79.8",67,"94.3",2413,"6.1",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.37",,,,,,,,27,3,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",213,"0","-0.058","62.39098","5.86611"
"SI","2024-06-18","93.4","-1.77","5.31","Kwan, Steven",680757,682243,,"ball",,,,,14,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","B",,,1,0,2024,"-1.33","0.86","1.15","1.91",,,,0,3,"Bot",,,,,663728,,,10.469761873020083,-135.68434864700566,-4.935557318545172,-18.679433806382118,27.11068146675432,-20.683398547930427,"3.23","1.48",,,,"93.9",2407,"6.5",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.05",,,,,,,,27,2,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",222,"0","0.062",,
"FF","2024-06-18","94.9","-1.46","5.64","Kwan, Steven",680757,682243,,"ball",,,,,11,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","B",,,0,0,2024,"-0.69","1.41","-0.44","4.14",,,,0,3,"Bot",,,,,663728,,,4.218938033470401,-138.1672597563264,-1.433092638604124,-9.790277585713016,30.76047513968768,-14.060464289304626,"3.27","1.39",,,,"94.9",2455,"6.2",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.27",,,,,,,,27,1,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",214,"0","0.034",,
"SI","2024-06-18","90.8","2.24","5.01","Kwan, Steven",680757,642048,"single","hit_into_play",,,,,8,"Steven Kwan singles on a line drive to right fielder Mitch Haniger.   Johnathan Rodriguez to 2nd.","R","L","L","CLE","SEA","X",9,"line_drive",1,0,2024,"1.37","0.12","0.02","1.98",,,671286,0,7,"Bot",181.5,122.96,,,663728,,,-8.656708893828588,-131.97138166804163,-1.989904340211208,17.76077662790976,26.20664652824364,-30.566268365871757,"3.2","1.46",169,"76.5",15,"92.8",2277,"7.4",746627,642048,663728,664034,664238,668942,641487,670042,677594,571745,"53.13",0.72,0.686,"0.9",1,1,0,4,65,2,"Sinker",3,8,3,8,8,3,3,8,"Standard","Standard",116,"0.035","0.612","70.42995","7.20223"
"SI","2024-06-18","91.3","1.94","5.2","Kwan, Steven",680757,642048,,"ball",,,,,13,"Steven Kwan singles on a line drive to right fielder Mitch Haniger.   Johnathan Rodriguez to 2nd.","R","L","L","CLE","SEA","B",,,0,0,2024,"1.51","0.15","-1.66","1.54",,,671286,0,7,"Bot",,,,,663728,,,-12.46533789727654,-132.39166800998706,-3.6679113308427356,20.4124313658896,26.94032775139122,-29.793059150438296,"3.09","1.38",,,,"92.5",2377,"7.1",746627,642048,663728,664034,664238,668942,641487,670042,677594,571745,"53.42",,,,,,,,65,1,"Sinker",3,8,3,8,8,3,3,8,"Standard","Standard",122,"0","0.062",,
"FF","2024-06-18","98.2","-1.89","5.19","Kwan, Steven",680757,662253,"force_out","hit_into_play",,,,,11,"Steven Kwan grounds into a force out, shortstop J.  P. Crawford to second baseman Dylan Moore.   Will Brennan scores.    Brayan Rocchio to 3rd.    Tyler Freeman out at 2nd.    Steven Kwan to 1st.","R","L","R","CLE","SEA","X",6,"ground_ball",3,2,2024,"-0.96","1.01","-0.83","3.42",686823,677587,671289,1,8,"Bot",110.85,158.14,,,663728,,,5.150821486353139,-143.021716408527,-1.6922571748015796,-14.319155711622031,32.736768008528365,-18.104075962123773,"3.2","1.46",9,"87.8",-20,"99.4",2279,"6.9",746627,662253,663728,664034,664238,668942,641487,670042,677594,571745,"53.63",0.111,0.11,"0",1,0,0,2,78,7,"4-Seam Fastball",4,8,4,8,8,5,5,8,"Standard","Standard",229,"-0.053","-1.01","56.20379","5.66618"
"SL","2024-06-18","86","-1.67","5.15","Kwan, Steven",680757,662253,,"ball",,,,,13,"Steven Kwan grounds into a force out, shortstop J.  P. Crawford to second baseman Dylan Moore.   Will Brennan scores.    Brayan Rocchio to 3rd.    Tyler Freeman out at 2nd.    Steven Kwan to 1st.","R","L","R","CLE","SEA","B",,,2,2,2024,"0.34","-0.1","-0.12","0",686823,677587,671289,1,8,"Bot",,,,,663728,,,3.0210653468354955,-125.2901131542065,-5.891149511989614,3.0743285411331147,23.32508788907413,-32.2956490802779,"3.14","1.38",,,,"87.3",2202,"6.9",746627,662253,663728,664034,664238,668942,641487,670042,677594,571745,"53.64",,,,,,,,78,6,"Slider",4,8,4,8,8,4,4,8,"Standard","Standard",98,"0","0.37",,
