"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-09-12","89.8","-1.82","5.84","Kwan, Steven",680757,642121,,"called_strike",,,,,5,"Steven Kwan walks.","R","L","R","CLE","TB","S",,,0,0,2024,"-0.7","1.66","0.06","2.35",,,,0,5,"Bot",,,,,666163,,,6.142805155789434,-130.55788493788953,-6.2109139098307855,-9.240168399454024,26.993863873868552,-12.063495315128778,"3.17","1.43",,,,"90.2",2362,"6.5",746591,642121,666163,650490,666018,691406,676609,666624,676356,666139,"53.97",,,,,,,,40,1,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",214,"0","-0.033",,
"FC","2024-09-12","90.6","-1.1","6.12","Kwan, Steven",680757,686752,,"ball",,,,,11,"Steven Kwan walks.   Brayan Rocchio to 2nd.","R","L","R","CLE","TB","B",,,0,0,2024,"0.13","1.11","-0.73","3.74",,,677587,2,2,"Bot",,,,,666163,,,0.65162872204641,-132.02440988851143,-2.379802019857965,1.394081880717875,28.074354518218566,-18.948841809153564,"3.17","1.43",,,,"91",2443,"6.4",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"54.05",,,,,,,,19,1,"Cutter",1,1,1,1,1,1,1,1,"Standard","Standard",191,"0","0.028",,
"ST","2024-09-12","79.9","1","5.15","Kwan, Steven",680757,664076,"field_out","hit_into_play",,,,,7,"Steven Kwan lines out to center fielder Jose Siri.","R","L","L","CLE","TB","X",8,"line_drive",1,2,2024,"-1.41","-0.36","-0.33","1.66",,,677587,2,7,"Bot",116.69,97.25,,,686482,,,-0.2873697716279831,-116.3719585115001,-0.2786843313941585,-12.701350461777887,23.15043788707407,-35.614860187503865,"3.21","1.47",271,"80.4",27,"79.5",2866,"6.1",746591,664076,686482,650490,666018,691406,676609,666139,642350,676356,"54.43",0.197,0.197,"0",1,0,0,3,58,4,"Sweeper",2,3,2,3,3,2,2,3,"Standard","Standard",301,"-0.052","-0.165","65.03186","6.42775"
"ST","2024-09-12","83.7","0.85","5.34","Kwan, Steven",680757,664076,,"foul",,,,,4,"Steven Kwan lines out to center fielder Jose Siri.","R","L","L","CLE","TB","S",,,1,1,2024,"-0.46","-0.34","-0.36","2.11",,,677587,2,7,"Bot",,,,,686482,,,-1.8859059520214387,-122.09453818025455,-0.47159527852382876,-4.269096476395113,21.433049631946712,-35.66295024339138,"3.21","1.47",221,"71.5",43,"84",2726,"6.1",746591,664076,686482,650490,666018,691406,676609,666139,642350,676356,"54.4",,,,,,,,58,3,"Sweeper",2,3,2,3,3,2,2,3,"Standard","Standard",283,"0","-0.05","58.88793","5.82845"
"ST","2024-09-12","84.9","0.86","5.27","Kwan, Steven",680757,664076,,"called_strike",,,,,5,"Steven Kwan lines out to center fielder Jose Siri.","R","L","L","CLE","TB","S",,,1,0,2024,"-0.45","-0.24","0.03","2.21",,,677587,2,7,"Bot",,,,,686482,,,-1.0570575570229424,-123.76531026173494,-0.4775945391227636,-4.500991879334456,20.448005626182308,-34.80260333033595,"3.01","1.3",,,,"85.3",2692,"6.1",746591,664076,686482,650490,666018,691406,676609,666139,642350,676356,"54.43",,,,,,,,58,2,"Sweeper",2,3,2,3,3,2,2,3,"Standard","Standard",278,"0","-0.04",,
"SI","2024-09-12","95.1","0.84","5.34","Kwan, Steven",680757,664076,,"ball",,,,,13,"Steven Kwan lines out to center fielder Jose Siri.","R","L","L","CLE","TB","B",,,0,0,2024,"1.33","0.99","-1.15","2.01",,,677587,2,7,"Bot",,,,,686482,,,-8.156123528389315,-138.23525644867948,-5.331143104187118,18.865772205671686,27.46568699414561,-18.47085576505178,"3.08","1.46",,,,"95.2",2494,"6.2",746591,664076,686482,650490,666018,691406,676609,666139,642350,676356,"54.34",,,,,,,,58,1,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",143,"0","0.028",,
"FF","2024-09-12","95","-1","6.03","Kwan, Steven",680757,686752,"single","hit_into_play",,,,,5,"Steven Kwan singles on a line drive to center fielder Jonny DeLuca.","R","L","R","CLE","TB","X",8,"line_drive",2,2,2024,"-0.68","1.47","0.11","2.42",,,,0,1,"Bot",120.24,94.7,,,666163,,,4.457449461801631,-138.0954967419358,-7.132265446081158,-9.68227529697647,32.341980276301086,-11.968358471926916,"3.21","1.47",160,"95.7",8,"95.5",2385,"6.8",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"53.73",0.571,0.521,"0.9",1,1,0,4,6,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",207,"0.038","0.427",,
"CH","2024-09-12","85.1","-1.12","6.19","Kwan, Steven",680757,686752,,"foul",,,,,4,"Steven Kwan singles on a line drive to center fielder Jonny DeLuca.","R","L","R","CLE","TB","S",,,2,1,2024,"-1.06","0.33","-0.37","2.35",,,,0,1,"Bot",,,,,666163,,,3.8894720353087338,-123.83335456405177,-3.348574426403848,-11.73272754297608,25.020182915431295,-28.362370232283492,"3.21","1.47",255,"77.4",38,"85",2468,"6.3",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"54.23",,,,,,,,6,4,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",253,"0","-0.062","58.46839","6.13465"
"FF","2024-09-12","93.3","-1.06","6.2","Kwan, Steven",680757,686752,,"ball",,,,,11,"Steven Kwan singles on a line drive to center fielder Jonny DeLuca.","R","L","R","CLE","TB","B",,,1,1,2024,"-0.8","1.5","-1.49","3.18",,,,0,1,"Bot",,,,,666163,,,0.6772954755211279,-135.7592175233846,-5.314300156052544,-10.006943443667748,32.254484569750474,-12.651506352663077,"3.2","1.47",,,,"93.5",2350,"6.6",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"53.91",,,,,,,,6,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",207,"0","0.048",,
"FF","2024-09-12","93.6","-1.08","6.21","Kwan, Steven",680757,686752,,"called_strike",,,,,11,"Steven Kwan singles on a line drive to center fielder Jonny DeLuca.","R","L","R","CLE","TB","S",,,1,0,2024,"-0.81","1.52","-0.22","3.43",,,,0,1,"Bot",,,,,666163,,,3.9940057510979186,-136.13300586204235,-4.773399793844374,-10.92479812423066,31.72277990963757,-12.405557982805746,"3.25","1.52",,,,"93.5",2368,"6.4",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"54.11",,,,,,,,6,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",208,"0","-0.044",,
"FF","2024-09-12","93.2","-0.91","5.98","Kwan, Steven",680757,686752,,"ball",,,,,14,"Steven Kwan singles on a line drive to center fielder Jonny DeLuca.","R","L","R","CLE","TB","B",,,0,0,2024,"-0.56","1.56","1.38","1.44",,,,0,1,"Bot",,,,,666163,,,7.1820143765327895,-135.22175549709124,-9.367994606383204,-8.463832350118643,30.507764890755233,-11.065928341641435,"3.26","1.44",,,,"93.8",2118,"6.9",746591,686752,666163,650490,666018,691406,676609,666624,676356,666139,"53.6",,,,,,,,6,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",210,"0","0.034",,
"FF","2024-09-11","91.4","-1.84","6.15","Kwan, Steven",680757,663436,"walk","ball",,,,,11,"Steven Kwan walks.","R","L","R","CWS","CLE","B",,,3,1,2024,"-0.58","1.36","-1.67","4.9",,,,0,3,"Top",,,,,642020,,,1.6994943402836498,-133.1274634914301,-0.15556486686496324,-7.265544198326145,31.059264994751477,-16.324226015047426,"3.19","1.54",,,,"91.6",2363,"6.5",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"53.96",,0.689131,"0.7",1,0,0,,20,5,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",202,"-0.02","0.257",,
"FC","2024-09-11","86.6","-2.11","6.01","Kwan, Steven",680757,663436,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CWS","CLE","B",,,2,1,2024,"0.15","0.69","-0.07","3.69",,,,0,3,"Top",,,,,642020,,,4.596955687049472,-126.1835178467338,-0.8037252847376561,0.788026045744832,23.416384084855352,-24.810495730239982,"3.23","1.55",,,,"87.5",2640,"6.6",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"53.92",,,,,,,,20,4,"Cutter",0,3,3,0,3,0,3,0,"Standard","Standard",122,"0","0.11",,
"CH","2024-09-11","89.3","-2.17","5.92","Kwan, Steven",680757,663436,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CWS","CLE","B",,,1,1,2024,"-1.18","0.19","-1.62","3.34",,,,0,3,"Top",,,,,642020,,,3.8556480876160215,-129.98500607238577,-0.7522089264628133,-14.188491684252769,27.431347376396335,-30.028653157923276,"3.22","1.54",,,,"89.5",2009,"6.4",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"54.09",,,,,,,,20,3,"Changeup",0,3,3,0,3,0,3,0,"Standard","Standard",242,"0","0.048",,
"FC","2024-09-11","88.9","-1.94","6","Kwan, Steven",680757,663436,,"ball",,,,,12,"Steven Kwan walks.","R","L","R","CWS","CLE","B",,,0,1,2024,"0.07","0.63","0.94","2.92",,,,0,3,"Top",,,,,642020,,,6.971514531465192,-129.3722489648062,-2.90794161860032,-0.5121568140713157,24.378812473136044,-24.669428408364137,"3.19","1.55",,,,"89.8",2758,"6.6",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"53.88",,,,,,,,20,2,"Cutter",0,3,3,0,3,0,3,0,"Standard","Standard",155,"0","0.023",,
"FF","2024-09-11","92.7","-1.97","6.05","Kwan, Steven",680757,663436,,"called_strike",,,,,11,"Steven Kwan walks.","R","L","R","CWS","CLE","S",,,0,0,2024,"-0.57","1.32","-0.53","3.34",,,,0,3,"Top",,,,,642020,,,4.968085632377916,-134.93672515342007,-4.072323721170872,-8.019166988939537,28.731197964574925,-15.347266646402067,"3.16","1.51",,,,"93.5",2432,"6.7",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"53.79",,,,,,,,20,1,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",210,"0","-0.033",,
"FF","2024-09-11","96.2","-2.4","5.52","Kwan, Steven",680757,605121,"single","hit_into_play",,,,,5,"Steven Kwan singles on a ground ball to right fielder Dominic Fletcher.","R","L","R","CWS","CLE","X",9,"ground_ball",1,1,2024,"-0.75","1.37","0.14","2.33",,,,1,9,"Top",145.51,104.73,,,686676,,,8.540178363342566,-139.76714066964735,-6.035564227144077,-11.755009956332765,30.60505369872996,-13.059405092132735,"3.21","1.48",142,"97.1",8,"97.3",2266,"6.9",746745,605121,686676,683734,672820,678246,670032,667452,673357,666150,"53.56",0.609,0.573,"0.9",1,1,0,4,74,3,"4-Seam Fastball",4,6,6,4,6,4,6,4,"Standard","Standard",223,"-0.008","0.274","61.74717","5.86061"
"SL","2024-09-11","83.8","-2.68","5.6","Kwan, Steven",680757,605121,,"ball",,,,,13,"Steven Kwan singles on a ground ball to right fielder Dominic Fletcher.","R","L","R","CWS","CLE","B",,,0,1,2024,"1.28","-0.01","-1.71","1.29",,,,1,9,"Top",,,,,686676,,,-0.29878173183282575,-122.06384848009857,-3.530473641798399,12.74161169955411,25.843994626494275,-31.765120389924622,"3.21","1.49",,,,"84.3",2207,"6.8",746745,605121,686676,683734,672820,678246,670032,667452,673357,666150,"53.74",,,,,,,,74,2,"Slider",4,6,6,4,6,4,6,4,"Standard","Standard",52,"0","0.015",,
"SL","2024-09-11","86.2","-2.58","5.62","Kwan, Steven",680757,605121,,"swinging_strike",,,,,14,"Steven Kwan singles on a ground ball to right fielder Dominic Fletcher.","R","L","R","CWS","CLE","S",,,0,0,2024,"0.72","0.53","0.89","1.68",,,,1,9,"Top",,,,,686676,,,6.84442911648308,-125.37138037813645,-4.267588227724322,6.302286232865779,23.659464242287854,-25.97655689590585,"3.21","1.48",,,,"87.1",2197,"6.7",746745,605121,686676,683734,672820,678246,670032,667452,673357,666150,"53.75",,,,,,,,74,1,"Slider",4,6,6,4,6,4,6,4,"Standard","Standard",43,"0","-0.023","67.45689","8.02347"
"SL","2024-09-11","85.7","-2.74","5.18","Kwan, Steven",680757,641771,"field_out","hit_into_play",,,,,13,"Steven Kwan flies out to left fielder Corey Julks.","R","L","R","CWS","CLE","X",7,"fly_ball",1,2,2024,"0.58","-0.05","-0.95","2.34",,,,0,7,"Top",41.33,114.06,,,642020,,,3.073650300067073,-124.92081649220597,-0.39215533037491623,5.452685309593333,23.98740137101042,-32.823261015726146,"3.21","1.48",295,"87.7",27,"85.8",2615,"6.2",746745,641771,642020,683734,672820,678246,676070,667452,673357,666150,"54.32",0.071,0.066,"0",1,0,0,3,59,5,"Slider",4,5,5,4,5,4,5,4,"Infield shade","Standard",74,"0.024","-0.167","59.41813","6.23005"
"SI","2024-09-11","92.7","3.02","5.89","Kwan, Steven",680757,686642,"field_out","hit_into_play",,,,,5,"Steven Kwan lines out to third baseman Miguel Vargas.","R","L","L","CWS","CLE","X",5,"line_drive",2,1,2024,"1.09","0.11","0.15","2.28",,682177,595978,1,4,"Top",100.25,160.9,,,642020,,,-9.579594783753855,-134.58581977558742,-3.608169975801024,15.28246712446759,29.473409403258458,-30.279763846324414,"3.21","1.48",120,"71.3",10,"91.6",2296,"5.8",746745,686642,642020,683734,672820,678246,676070,667452,673357,666150,"54.71",0.269,0.246,"0",1,0,0,2,37,4,"Sinker",4,5,5,4,5,4,5,4,"Standard","Standard",131,"0.043","-0.5","63.62705","5.6818"
"FF","2024-09-11","93.6","-2.32","5.15","Kwan, Steven",680757,641771,,"foul",,,,,5,"Steven Kwan flies out to left fielder Corey Julks.","R","L","R","CWS","CLE","S",,,1,2,2024,"-1.3","1.17","0.15","2.54",,,,0,7,"Top",,,,,642020,,,9.423673447613274,-136.0635262167575,-3.651323586629881,-18.225033439680306,28.799450745897065,-17.032777571663008,"3.21","1.48",198,"71.2",56,"95.4",2238,"7.3",746745,641771,642020,683734,672820,678246,676070,667452,673357,666150,"53.19",,,,,,,,59,4,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Infield shade","Standard",248,"0","0","57.68125","6.02564"
"SL","2024-09-11","85.6","3","5.72","Kwan, Steven",680757,686642,,"ball",,,,,13,"Steven Kwan lines out to third baseman Miguel Vargas.","R","L","L","CWS","CLE","B",,,1,1,2024,"-0.92","-0.31","-3.39","1.44",,682177,595978,1,4,"Top",,,,,642020,,,-13.088493303822755,-123.9674302933462,-3.084076894596643,-6.741186410650501,26.022768587248315,-34.902185707046534,"3.11","1.49",,,,"84.6",2408,"6",746745,686642,642020,683734,672820,678246,676070,667452,673357,666150,"54.47",,,,,,,,37,3,"Slider",4,5,5,4,5,4,5,4,"Standard","Standard",309,"0","0.082",,
"FF","2024-09-11","94.1","-2.53","5.11","Kwan, Steven",680757,641771,,"ball",,,,,11,"Steven Kwan flies out to left fielder Corey Julks.","R","L","R","CWS","CLE","B",,,0,2,2024,"-1.4","1","-0.9","3.81",,,,0,7,"Top",,,,,642020,,,7.301351936425947,-136.9363660860752,0.09997028309069089,-19.285259542190246,30.348011630726177,-19.802100982908286,"3.22","1.54",,,,"93.8",2286,"6.1",746745,641771,642020,683734,672820,678246,676070,667452,673357,666150,"54.39",,,,,,,,59,3,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Infield shade","Standard",247,"0","0.021",,
"CU","2024-09-11","77.4","-1.91","6.25","Kwan, Steven",680757,663436,"single","hit_into_play",,,,,4,"Steven Kwan singles on a line drive to center fielder Luis Robert Jr.","R","L","R","CWS","CLE","X",8,"line_drive",0,1,2024,"0.78","-0.66","-0.43","2.65",,,,0,1,"Top",139.74,74.09,,,642020,,,1.757218554274288,-112.72600115379619,0.42597618118452574,6.3212367847710995,20.149668078916456,-38.103754879831925,"3.21","1.48",241,"98.8",13,"77.5",2578,"6.3",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"54.22",0.934,0.881,"0.9",1,1,0,4,1,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",42,"-0.036","0.435","66.10614","6.02681"
"CH","2024-09-11","85.2","-2.62","4.83","Kwan, Steven",680757,641771,,"foul",,,,,4,"Steven Kwan flies out to left fielder Corey Julks.","R","L","R","CWS","CLE","S",,,0,1,2024,"-1.18","-0.53","-0.43","2.15",,,,0,7,"Top",,,,,642020,,,7.53733495607616,-123.91265122440808,1.0536479635266738,-13.664683337392836,24.154462765513276,-38.033727960640874,"3.21","1.48",212,"73.3",38,"85.3",1631,"6.4",746745,641771,642020,683734,672820,678246,676070,667452,673357,666150,"54.14",,,,,,,,59,2,"Changeup",4,5,5,4,5,4,5,4,"Standard","Standard",272,"0","-0.049","64.93964","5.9796"
"FF","2024-09-11","94.6","2.99","5.88","Kwan, Steven",680757,686642,,"ball",,,,,11,"Steven Kwan lines out to third baseman Miguel Vargas.","R","L","L","CWS","CLE","B",,,0,1,2024,"1.06","1.24","-1.83","2.55",,682177,595978,1,4,"Top",,,,,642020,,,-14.710220218559336,-136.92488113042452,-5.633473617329085,16.71137403671293,31.735286005370448,-15.377068225451087,"3.27","1.62",,,,"93.1",2510,"5.8",746745,686642,642020,683734,672820,678246,676070,667452,673357,666150,"54.71",,,,,,,,37,2,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",132,"0","0.029",,
"FF","2024-09-11","90.8","-2.03","6.06","Kwan, Steven",680757,663436,,"called_strike",,,,,1,"Steven Kwan singles on a line drive to center fielder Luis Robert Jr.","R","L","R","CWS","CLE","S",,,0,0,2024,"-0.53","1.18","-0.71","2.87",,,,0,1,"Top",,,,,642020,,,4.4628582251544895,-132.26051137558852,-4.677079839161875,-7.114984318066311,25.836159622185868,-17.46862805081411,"3.27","1.51",,,,"91.7",2330,"6.6",746745,663436,642020,683734,672820,678246,676070,667452,673357,666150,"53.9",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",211,"0","-0.033",,
"FF","2024-09-11","94.3","2.95","5.87","Kwan, Steven",680757,686642,,"called_strike",,,,,1,"Steven Kwan lines out to third baseman Miguel Vargas.","R","L","L","CWS","CLE","S",,,0,0,2024,"1.38","1.33","-0.41","3.01",,682177,595978,1,4,"Top",,,,,642020,,,-11.666183686142713,-136.7433423810627,-4.5654388306211695,19.945273062965676,32.10391700738741,-14.69513504157022,"3.11","1.51",,,,"93.1",2475,"5.9",746745,686642,642020,683734,672820,678246,676070,667452,673357,666150,"54.56",,,,,,,,37,1,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",130,"0","-0.075",,
"FC","2024-09-11","88.4","-2.53","4.94","Kwan, Steven",680757,641771,,"called_strike",,,,,2,"Steven Kwan flies out to left fielder Corey Julks.","R","L","R","CWS","CLE","S",,,0,0,2024,"-0.14","0.87","0.25","3.15",,,,0,7,"Top",,,,,642020,,,7.035753582128551,-128.64226920150287,-0.09090828731204958,-3.008030848403036,26.381375121388857,-22.70273979476386,"3.31","1.54",,,,"88.1",2246,"6.1",746745,641771,642020,683734,672820,678246,676070,667452,673357,666150,"54.43",,,,,,,,59,1,"Cutter",4,5,5,4,5,4,5,4,"Standard","Standard",235,"0","-0.033",,
"ST","2024-09-10","82.1","-2.24","5.78","Kwan, Steven",680757,686563,"strikeout","foul_tip",,,,,1,"Steven Kwan strikes out on a foul tip.","R","L","R","CWS","CLE","S",2,,2,2,2024,"1.09","0.16","-0.69","2.74",,,,2,5,"Top",,,,,686676,,,1.3907139508968642,-119.64165693746857,-0.711047749184345,10.253046836283886,22.19585474479115,-30.717497919034596,"3.2","1.48",,,,"81.9",2532,"6",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.5",,0,"0",1,0,0,,34,5,"Sweeper",0,1,1,0,1,0,1,0,"Standard","Standard",68,"0.011","-0.084","61.95147","5.6465"
"FF","2024-09-10","94.8","-2.11","6.02","Kwan, Steven",680757,686563,,"ball",,,,,11,"Steven Kwan strikes out on a foul tip.","R","L","R","CWS","CLE","B",,,1,2,2024,"-0.6","1.28","-1.05","3",,,,2,5,"Top",,,,,686676,,,4.117819487848842,-137.91763929091553,-5.072672139367108,-8.614850777467977,30.507695196066635,-14.909174852505828,"3.23","1.5",,,,"94.6",2212,"6.2",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.32",,,,,,,,34,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",223,"0","0.015",,
"ST","2024-09-10","81.1","-2.29","5.55","Kwan, Steven",680757,686563,,"ball",,,,,13,"Steven Kwan strikes out on a foul tip.","R","L","R","CWS","CLE","B",,,0,2,2024,"0.99","0.44","-0.16","1.26",,,,2,5,"Top",,,,,686676,,,2.8737589599544355,-118.10437873650952,-3.860268966119143,8.792369833193368,20.66007180327639,-27.581101994730982,"3.17","1.44",,,,"81.5",2527,"6.3",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.16",,,,,,,,34,3,"Sweeper",0,1,1,0,1,0,1,0,"Standard","Standard",80,"0","0.009",,
"ST","2024-09-10","81.8","-2.3","5.74","Kwan, Steven",680757,686563,,"foul",,,,,4,"Steven Kwan strikes out on a foul tip.","R","L","R","CWS","CLE","S",,,0,1,2024,"1.22","0.3","-0.39","2.47",,,,2,5,"Top",,,,,686676,,,1.953645015157596,-119.09554157786775,-1.3728260216663433,11.227492964101897,23.52671646243042,-29.300404193677952,"3.2","1.48",161,"69.8",63,"81.5",2491,"6.1",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.36",,,,,,,,34,2,"Sweeper",0,1,1,0,1,0,1,0,"Standard","Standard",71,"0","-0.022","61.84116","6.41914"
"FC","2024-09-10","92","-2.18","5.99","Kwan, Steven",680757,686563,,"called_strike",,,,,1,"Steven Kwan strikes out on a foul tip.","R","L","R","CWS","CLE","S",,,0,0,2024,"-0.44","0.59","-0.83","2.88",,,,2,5,"Top",,,,,686676,,,4.391701926678719,-133.90235006995607,-3.3151801336771896,-6.247719674729978,28.985055761190065,-24.564285316907977,"3.2","1.44",,,,"91.9",2189,"6.2",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.28",,,,,,,,34,1,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",217,"0","-0.016",,
"FF","2024-09-10","95","-2.14","6.2","Kwan, Steven",680757,680732,"single","hit_into_play",,,,,5,"Steven Kwan singles on a line drive to left fielder Andrew Benintendi.","R","L","R","CWS","CLE","X",7,"line_drive",0,0,2024,"-0.22","1.69","0.22","2.64",,,,2,9,"Top",95.03,100.21,,,686676,,,6.723344231252284,-137.98330605765912,-7.4767093371965005,-4.315977741648199,32.4038330740693,-9.066444792898537,"3.2","1.48",229,"77.4",21,"95.5",2565,"6.8",746747,680732,686676,657757,670032,682868,676070,643217,673357,666150,"53.67",0.974,0.894,"0.9",1,1,0,4,68,1,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",201,"0","0.128","58.75732","5.64046"
"FF","2024-09-10","94.5","-2.01","6.01","Kwan, Steven",680757,686563,"strikeout","called_strike",,,,,4,"Steven Kwan called out on strikes.","R","L","R","CWS","CLE","S",2,,3,2,2024,"-0.79","1.1","-0.75","2.18",,,,0,3,"Top",,,,,686676,,,5.040104174798975,-137.40983901271807,-6.69643695354418,-11.19438595621537,31.46198094212099,-16.994330701754798,"3.21","1.49",,,,"94.2",2196,"6.2",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.28",,0,"0",1,0,0,,17,6,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",224,"0.021","-0.299",,
"FF","2024-09-10","93","-2.01","6.05","Kwan, Steven",680757,686563,,"called_strike",,,,,11,"Steven Kwan called out on strikes.","R","L","R","CWS","CLE","S",,,3,1,2024,"-0.8","1.09","-0.89","2.71",,,,0,3,"Top",,,,,686676,,,4.610786156157892,-135.33477081608612,-5.145458947284807,-10.843715394611115,30.660455591685523,-17.872644830467564,"3.24","1.52",,,,"92.7",2209,"6.2",746747,686563,686676,657757,670032,682868,676070,643217,673357,666150,"54.32",,,,,,,,17,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",225,"0","-0.076",,
